Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","2014","2014","7021","Annual value","SLC","20072","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","2015","2015","7021","Annual value","SLC","17329","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","2016","2016","7021","Annual value","SLC","17430","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","2017","2017","7021","Annual value","SLC","18210","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","2018","2018","7021","Annual value","SLC","20060","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","2019","2019","7021","Annual value","SLC","16950","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","2020","2020","7021","Annual value","SLC","16760","A","Official figure"
"PP","Producer Prices","608","Philippines","5531","Producer Price (SLC/tonne)","0113","Rice","2021","2021","7021","Annual value","SLC","16760","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","1991","1991","7021","Annual value","USD","173.6","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","1992","1992","7021","Annual value","USD","188.9","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","1993","1993","7021","Annual value","USD","199.1","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","1994","1994","7021","Annual value","USD","223.3","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","1995","1995","7021","Annual value","USD","281.6","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","1996","1996","7021","Annual value","USD","310.1","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","1997","1997","7021","Annual value","USD","268.7","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","1998","1998","7021","Annual value","USD","203","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","1999","1999","7021","Annual value","USD","201.3","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","2000","2000","7021","Annual value","USD","190.5","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","2001","2001","7021","Annual value","USD","160.2","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","2002","2002","7021","Annual value","USD","170.9","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","2003","2003","7021","Annual value","USD","163.1","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","2004","2004","7021","Annual value","USD","168.6","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","2005","2005","7021","Annual value","USD","189.3","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","2006","2006","7021","Annual value","USD","203.8","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","2007","2007","7021","Annual value","USD","243.1","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","2008","2008","7021","Annual value","USD","318.8","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","2009","2009","7021","Annual value","USD","306.8","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","2010","2010","7021","Annual value","USD","329.6","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","2011","2011","7021","Annual value","USD","350.2","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","2012","2012","7021","Annual value","USD","384.1","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","2013","2013","7021","Annual value","USD","398.9","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","2014","2014","7021","Annual value","USD","452.1","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","2015","2015","7021","Annual value","USD","380.8","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","2016","2016","7021","Annual value","USD","367","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","2017","2017","7021","Annual value","USD","361.3","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","2018","2018","7021","Annual value","USD","380.9","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","2019","2019","7021","Annual value","USD","327.2","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","2020","2020","7021","Annual value","USD","337.7","A","Official figure"
"PP","Producer Prices","608","Philippines","5532","Producer Price (USD/tonne)","0113","Rice","2021","2021","7021","Annual value","USD","340.3","A","Official figure"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","1991","1991","7021","Annual value","","26.1","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","1992","1992","7021","Annual value","","26.37","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","1993","1993","7021","Annual value","","29.55","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","1994","1994","7021","Annual value","","32.28","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","1995","1995","7021","Annual value","","39.61","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","1996","1996","7021","Annual value","","44.48","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","1997","1997","7021","Annual value","","43.33","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","1998","1998","7021","Annual value","","45.41","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","1999","1999","7021","Annual value","","43.06","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2000","2000","7021","Annual value","","46.07","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2001","2001","7021","Annual value","","44.7","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2002","2002","7021","Annual value","","48.26","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2003","2003","7021","Annual value","","48.37","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2004","2004","7021","Annual value","","51.7","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2005","2005","7021","Annual value","","57.07","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2006","2006","7021","Annual value","","57.23","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2007","2007","7021","Annual value","","61.39","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2008","2008","7021","Annual value","","77.31","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2009","2009","7021","Annual value","","80.05","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2010","2010","7021","Annual value","","81.36","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2011","2011","7021","Annual value","","83","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2012","2012","7021","Annual value","","88.75","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2013","2013","7021","Annual value","","92.63","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2014","2014","7021","Annual value","","109.82","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2015","2015","7021","Annual value","","94.81","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2016","2016","7021","Annual value","","95.37","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2017","2017","7021","Annual value","","99.63","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2018","2018","7021","Annual value","","109.76","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2019","2019","7021","Annual value","","92.74","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2020","2020","7021","Annual value","","91.7","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2021","2021","7021","Annual value","","91.7","I","Imputed value"
"PP","Producer Prices","608","Philippines","5539","Producer Price Index (2014-2016 = 100)","0113","Rice","2022","2022","7021","Annual value","","91.24","I","Imputed value"
